parallelism,method,phase,slice_type,slice_value,cases,calls_mape,calls_wape,bytes_mape,bytes_wape,mean_histogram_l1,mean_histogram_tv,mean_normalized_log_payload_emd,common_reference_cost_mape,common_reference_cost_wape,evidence_set
pp,h0_plus_dnn_residual,decode,model,deepseek-v2-lite,108,0.19102027907755076,0.04718503471195093,1.0686697365442477e-16,1.0783450119949637e-16,0.3023289540862155,0.15116447704310776,0.01402980545263991,0.17693867522031678,0.04635220802912081,phase34_blind_six_model
pp,h0_plus_dnn_residual,decode,model,llama-3.2-3b-instruct,108,0.19191305938731684,0.04746212429461073,1.0115729050558664e-16,9.769621476193688e-17,0.1918155570821816,0.0959077785410908,0.009500636854438076,0.17155379879176194,0.046216540646860024,phase34_blind_six_model
pp,h0_plus_dnn_residual,decode,model,mixtral-8x7b-instruct-v0.1,108,0.1926216591546101,0.047696077547127465,1.1288447231329438e-16,1.138253068216906e-16,0.14019766503481892,0.07009883251740946,0.00659137042045328,0.16644191101601316,0.04604158628517802,phase34_blind_six_model
pp,h0_plus_dnn_residual,decode,model,qwen2.5-14b-instruct,108,0.19320767785485268,0.0479008698724201,9.904038334202059e-17,1.0691283879608187e-16,0.2507187250140704,0.1253593625070352,0.01195748623907593,0.16161961395811436,0.04584173288844499,phase34_blind_six_model
pp,h0_plus_dnn_residual,decode,model,qwen3-30b-a3b,108,0.19102026697823474,0.04718502952350382,1.0686697365442477e-16,1.0783450119949637e-16,0.3025239875372364,0.1512619937686182,0.014093186693609283,0.176938663802397,0.04635220293225097,phase34_blind_six_model
pp,h0_plus_dnn_residual,decode,model,qwen3-8b,108,0.19262164701978896,0.047696072775672275,1.1288447231329438e-16,1.138253068216906e-16,0.13995290320041973,0.06997645160020986,0.006581792294086136,0.166441900216744,0.046041581679236034,phase34_blind_six_model
pp,h0_plus_dnn_residual,decode,overall,all,648,0.1920674315787257,0.04752086812088088,1.0661676096384094e-16,1.0847966488188651e-16,0.2212562986591571,0.11062814932957855,0.010459046325717102,0.16998909383422453,0.046139202234848166,phase34_blind_six_model
pp,h0_plus_dnn_residual,decode,parallel_size,2,216,0.12791894332663867,0.03515744009980289,1.0087535465319383e-16,9.871004340569283e-17,0.13020629647334497,0.06510314823667249,0.006271498615682881,0.1129335678816515,0.034106800938581296,phase34_blind_six_model
pp,h0_plus_dnn_residual,decode,parallel_size,4,216,0.19409925458397417,0.046397677393150594,1.159320070914793e-16,1.2663641422915214e-16,0.23307111697615504,0.11653555848807752,0.010695983976499344,0.1713012227511366,0.04503609205722311,phase34_blind_six_model
pp,h0_plus_dnn_residual,decode,parallel_size,8,216,0.2541840968255642,0.06017881781320344,1.0304292114684966e-16,1.0009253701081459e-16,0.30049148252797125,0.15024574126398563,0.014409656384969084,0.2257324908698855,0.058490419799815827,phase34_blind_six_model
